,REF_DATE,GEO,Number_of_Households,Housing completions,Housing starts,Housing under construction,House only NHPI,Land only NHPI,Total (house and land) NHPI
3800,2011-04-01,Manitoba,475,3140.0,3972.0,8492.0,85.7,85.0,85.6
3801,2011-04-01,New Brunswick,315,1387.0,2373.0,6422.0,98.6,95.8,97.8
3802,2011-04-01,Newfoundland and Labrador,212,1789.0,2240.0,4128.0,97.9,94.7,97.1
3803,2011-04-01,Ontario,5030,44330.0,48177.0,188683.0,79.6,89.6,82.8
3804,2011-04-01,Prince Edward Island,58,288.0,543.0,974.0,100.4,93.5,99.1
3805,2011-04-01,Quebec,3451,28312.0,36910.0,84747.0,95.8,95.6,95.6
3806,2011-04-01,Canada,13606,114978.0,134198.0,438059.0,87.8,92.4,89.2
3807,2011-05-01,Alberta,1447,4486.95652173913,5057.913043478261,12919.260869565218,92.8,93.3,93.0
3808,2011-05-01,British Columbia,1795,4973.913043478261,5652.826086956522,14750.521739130436,96.2,99.2,97.1
3809,2011-05-01,Manitoba,475,5947.826086956522,6842.652173913044,18413.04347826087,85.8,85.0,85.7
3810,2011-05-01,New Brunswick,315,6434.782608695652,7437.565217391304,20244.304347826088,98.6,95.8,97.8
3811,2011-05-01,Newfoundland and Labrador,212,6921.739130434782,8032.478260869565,22075.565217391304,97.7,94.7,97.0
3812,2011-05-01,Ontario,5030,7895.652173913044,9222.304347826088,25738.08695652174,80.2,90.0,83.3
3813,2011-05-01,Prince Edward Island,58,8382.608695652174,9817.217391304348,27569.34782608696,100.7,94.2,99.6
3814,2011-05-01,Quebec,3451,8869.565217391304,10412.130434782608,29400.608695652176,96.2,96.1,96.0
3815,2011-05-01,Canada,13606,5460.869565217391,6247.739130434782,16581.782608695652,88.2,92.7,89.6
3816,2011-06-01,Alberta,1447,9843.478260869564,11601.95652173913,33063.13043478261,92.8,93.3,93.0
3817,2011-06-01,British Columbia,1795,10330.434782608696,12196.869565217392,34894.391304347824,96.3,99.1,97.1
3818,2011-06-01,Manitoba,475,11304.347826086956,13386.695652173914,38556.91304347826,86.4,85.5,86.2
3819,2011-06-01,New Brunswick,315,11791.304347826088,13981.608695652174,40388.17391304348,98.8,95.8,98.0
3820,2011-06-01,Newfoundland and Labrador,212,12278.260869565218,14576.521739130434,42219.434782608696,97.7,94.7,97.0
3821,2011-06-01,Ontario,5030,13252.173913043478,15766.347826086956,45881.956521739135,80.9,90.1,83.8
3822,2011-06-01,Prince Edward Island,58,13739.130434782608,16361.260869565218,47713.21739130435,100.7,94.2,99.6
3823,2011-06-01,Quebec,3451,14226.08695652174,16956.17391304348,49544.47826086957,96.0,96.4,95.9
3824,2011-06-01,Canada,13606,10817.391304347826,12791.782608695652,36725.65217391304,88.5,92.8,89.8
3825,2011-07-01,Alberta,1447,15200.0,18146.0,53207.0,92.4,93.4,92.7
3826,2011-07-01,British Columbia,1795,13339.0,19877.0,80864.0,96.3,99.1,97.1
3827,2011-07-01,Manitoba,475,3968.0,4450.0,8993.0,86.6,85.5,86.4
3828,2011-07-01,New Brunswick,315,1584.0,3539.0,8364.0,98.9,96.2,98.2
3829,2011-07-01,Newfoundland and Labrador,212,1650.0,2722.0,5200.0,97.5,94.7,96.9
3830,2011-07-01,Ontario,5030,42432.0,48881.0,194840.0,81.1,90.3,84.0
3831,2011-07-01,Prince Edward Island,58,815.0,838.0,1000.0,102.0,95.1,100.8
3832,2011-07-01,Quebec,3451,40715.0,34567.0,79868.0,95.9,96.4,95.9
3833,2011-07-01,Canada,13606,126024.0,142042.0,455358.0,88.5,92.9,89.9
3834,2011-08-01,Alberta,1447,4296.173913043478,5735.608695652174,14333.695652173912,92.4,93.3,92.7
3835,2011-08-01,British Columbia,1795,4804.347826086956,6336.217391304348,16271.391304347826,95.7,99.1,96.7
3836,2011-08-01,Manitoba,475,5820.695652173913,7537.434782608696,20146.78260869565,86.8,85.5,86.5
3837,2011-08-01,New Brunswick,315,6328.869565217391,8138.04347826087,22084.478260869564,99.1,98.6,98.8
3838,2011-08-01,Newfoundland and Labrador,212,6837.04347826087,8738.652173913044,24022.17391304348,97.5,94.7,96.9
3839,2011-08-01,Ontario,5030,7853.391304347826,9939.869565217392,27897.565217391304,81.3,90.5,84.2
3840,2011-08-01,Prince Edward Island,58,8361.565217391304,10540.478260869564,29835.260869565216,102.0,95.1,100.8
3841,2011-08-01,Quebec,3451,8869.739130434782,11141.08695652174,31772.95652173913,96.1,96.5,96.0
3842,2011-08-01,Canada,13606,5312.521739130435,6936.826086956522,18209.08695652174,88.6,93.0,90.0
3843,2011-09-01,Alberta,1447,9886.08695652174,12342.304347826086,35648.34782608696,92.9,92.6,92.8
3844,2011-09-01,British Columbia,1795,10394.260869565216,12942.91304347826,37586.04347826087,95.7,99.1,96.8
3845,2011-09-01,Manitoba,475,11410.608695652174,14144.130434782608,41461.434782608696,87.6,87.8,87.7
3846,2011-09-01,New Brunswick,315,11918.782608695652,14744.739130434782,43399.13043478261,98.7,98.6,98.4
3847,2011-09-01,Newfoundland and Labrador,212,12426.95652173913,15345.347826086956,45336.82608695652,97.5,94.7,96.9
3848,2011-09-01,Ontario,5030,13443.304347826086,16546.565217391304,49212.21739130434,81.5,90.7,84.4
3849,2011-09-01,Prince Edward Island,58,13951.478260869564,17147.17391304348,51149.91304347826,101.9,95.1,100.7
3850,2011-09-01,Quebec,3451,14459.652173913044,17747.782608695652,53087.608695652176,96.1,96.6,96.1
3851,2011-09-01,Canada,13606,10902.434782608696,13543.521739130434,39523.739130434784,88.8,93.0,90.1
3852,2011-10-01,Alberta,1447,15476.0,18949.0,56963.0,93.2,92.9,93.1
3853,2011-10-01,British Columbia,1795,16635.0,17705.0,81966.0,95.5,99.1,96.6
3854,2011-10-01,Manitoba,475,5293.0,4297.0,7952.0,87.7,87.8,87.8
3855,2011-10-01,New Brunswick,315,3515.0,2294.0,7144.0,98.7,98.6,98.4
3856,2011-10-01,Newfoundland and Labrador,212,2167.0,2068.0,5128.0,97.5,94.7,96.9
3857,2011-10-01,Ontario,5030,35161.0,45884.0,205149.0,81.7,90.9,84.7
3858,2011-10-01,Prince Edward Island,58,366.0,754.0,1388.0,102.2,95.1,100.9
3859,2011-10-01,Quebec,3451,27827.0,35251.0,86158.0,96.2,96.6,96.1
3860,2011-10-01,Canada,13606,113607.0,134824.0,475084.0,89.0,93.2,90.3
3861,2011-11-01,Alberta,1447,4611.260869565217,4956.391304347826,14355.869565217392,93.1,92.9,93.0
3862,2011-11-01,British Columbia,1795,5062.521739130435,5473.782608695652,16333.739130434782,95.2,98.9,96.3
3863,2011-11-01,Manitoba,475,5965.04347826087,6508.565217391304,20289.478260869564,88.0,87.8,88.0
3864,2011-11-01,New Brunswick,315,6416.304347826087,7025.95652173913,22267.34782608696,98.7,98.6,98.4
3865,2011-11-01,Newfoundland and Labrador,212,6867.565217391304,7543.347826086957,24245.217391304348,97.5,94.7,96.9
3866,2011-11-01,Ontario,5030,7770.086956521739,8578.130434782608,28200.95652173913,82.3,91.4,85.3
3867,2011-11-01,Prince Edward Island,58,8221.347826086956,9095.521739130436,30178.82608695652,102.2,95.1,100.9
3868,2011-11-01,Quebec,3451,8672.608695652174,9612.91304347826,32156.695652173912,96.7,96.8,96.6
3869,2011-11-01,Canada,13606,5513.782608695652,5991.173913043478,18311.608695652176,89.3,93.4,90.6
3870,2011-12-01,Alberta,1447,9575.130434782608,10647.695652173914,36112.434782608696,93.2,92.9,93.1
3871,2011-12-01,British Columbia,1795,10026.391304347826,11165.08695652174,38090.30434782609,94.9,98.9,96.1
3872,2011-12-01,Manitoba,475,10928.91304347826,12199.869565217392,42046.04347826087,88.0,87.8,88.0
3873,2011-12-01,New Brunswick,315,11380.173913043478,12717.260869565218,44023.91304347826,98.7,98.6,98.4
3874,2011-12-01,Newfoundland and Labrador,212,11831.434782608696,13234.652173913044,46001.78260869565,97.5,94.7,96.9
3875,2011-12-01,Ontario,5030,12733.95652173913,14269.434782608696,49957.52173913043,82.5,91.7,85.4
3876,2011-12-01,Prince Edward Island,58,13185.217391304348,14786.826086956522,51935.391304347824,102.2,95.1,100.9
3877,2011-12-01,Quebec,3451,13636.478260869564,15304.217391304348,53913.260869565216,96.6,97.7,96.8
3878,2011-12-01,Canada,13606,10477.652173913044,11682.478260869566,40068.17391304347,89.3,93.6,90.7
3879,2012-01-01,Alberta,1494,14539.0,16339.0,57869.0,93.2,93.2,93.2
3880,2012-01-01,British Columbia,1821,16933.0,16912.0,80867.0,95.0,99.2,96.3
3881,2012-01-01,Manitoba,481,2350.0,2875.0,8599.0,88.1,87.8,88.1
3882,2012-01-01,New Brunswick,317,2044.0,549.0,5654.0,98.7,98.6,98.4
3883,2012-01-01,Newfoundland and Labrador,213,1820.0,909.0,4176.0,97.0,94.7,96.5
3884,2012-01-01,Ontario,5101,37573.0,44631.0,211811.0,82.6,91.8,85.5
3885,2012-01-01,Prince Edward Island,59,539.0,88.0,872.0,101.9,95.1,100.7
3886,2012-01-01,Quebec,3489,18600.0,18668.0,85318.0,96.6,97.8,96.8
3887,2012-01-01,Canada,13807,100766.0,106590.0,478191.0,89.4,93.8,90.8
3888,2012-02-01,Alberta,1494,4754.173913043478,4881.173913043478,14973.260869565218,93.1,93.4,93.2
3889,2012-02-01,British Columbia,1821,5246.347826086956,5725.347826086956,17223.521739130436,94.7,99.2,96.2
3890,2012-02-01,Manitoba,481,6230.695652173913,7413.695652173913,21724.04347826087,88.6,87.8,88.4
3891,2012-02-01,New Brunswick,317,6722.869565217391,8257.869565217392,23974.304347826088,98.2,98.6,98.1
3892,2012-02-01,Newfoundland and Labrador,213,7215.04347826087,9102.04347826087,26224.565217391304,97.0,94.7,96.5
3893,2012-02-01,Ontario,5101,8199.391304347826,10790.391304347826,30725.08695652174,83.0,91.8,85.9
3894,2012-02-01,Prince Edward Island,59,8691.565217391304,11634.565217391304,32975.34782608696,101.4,95.1,100.2
3895,2012-02-01,Quebec,3489,9183.739130434782,12478.739130434782,35225.608695652176,96.8,98.0,97.0
3896,2012-02-01,Canada,13807,5738.521739130435,6569.521739130435,19473.78260869565,89.6,93.9,91.0
3897,2012-03-01,Alberta,1494,10168.08695652174,14167.08695652174,39726.13043478261,93.6,93.5,93.6
3898,2012-03-01,British Columbia,1821,10660.260869565216,15011.260869565218,41976.391304347824,94.4,99.1,96.0
3899,2012-03-01,Manitoba,481,11644.608695652174,16699.608695652176,46476.91304347826,88.9,88.8,89.0
3900,2012-03-01,New Brunswick,317,12136.782608695652,17543.782608695652,48727.17391304348,98.2,98.6,98.1
3901,2012-03-01,Newfoundland and Labrador,213,12628.95652173913,18387.95652173913,50977.434782608696,97.5,94.8,96.8
3902,2012-03-01,Ontario,5101,13613.304347826086,20076.304347826088,55477.956521739135,83.5,92.1,86.3
3903,2012-03-01,Prince Edward Island,59,14105.478260869564,20920.478260869564,57728.21739130435,101.4,95.1,100.2
3904,2012-03-01,Quebec,3489,14597.652173913044,21764.652173913044,59978.47826086957,97.0,98.1,97.2
3905,2012-03-01,Canada,13807,11152.434782608696,15855.434782608696,44226.65217391304,89.9,94.1,91.3
3906,2012-04-01,Alberta,1494,15582.0,23453.0,64479.0,93.8,93.8,93.7
3907,2012-04-01,British Columbia,1821,14896.0,20530.0,86919.0,94.3,99.1,96.0
3908,2012-04-01,Manitoba,481,2868.0,5253.0,10979.0,89.3,88.8,89.3
3909,2012-04-01,New Brunswick,317,2224.0,2767.0,6215.0,98.1,99.1,98.1
3910,2012-04-01,Newfoundland and Labrador,213,1591.0,2525.0,5107.0,97.4,94.8,96.8
3911,2012-04-01,Ontario,5101,33612.0,56956.0,235614.0,83.8,92.1,86.5
3912,2012-04-01,Prince Edward Island,59,769.0,791.0,896.0,101.4,95.6,100.3
3913,2012-04-01,Quebec,3489,29413.0,39931.0,96215.0,97.0,98.1,97.2
3914,2012-04-01,Canada,13807,107501.0,161263.0,531934.0,90.2,94.2,91.5
3915,2012-05-01,Alberta,1494,4997.521739130435,7239.391304347826,17166.08695652174,93.9,93.9,93.9
3916,2012-05-01,British Columbia,1821,5505.04347826087,7895.782608695652,19542.17391304348,94.3,99.2,96.0
3917,2012-05-01,Manitoba,481,6520.086956521739,9208.565217391304,24294.34782608696,89.5,88.8,89.4
3918,2012-05-01,New Brunswick,317,7027.608695652174,9864.95652173913,26670.434782608696,97.9,99.1,97.9
3919,2012-05-01,Newfoundland and Labrador,213,7535.130434782609,10521.347826086956,29046.521739130432,97.6,95.0,97.0
3920,2012-05-01,Ontario,5101,8550.173913043478,11834.130434782608,33798.69565217391,84.3,92.4,86.9
3921,2012-05-01,Prince Edward Island,59,9057.695652173912,12490.521739130436,36174.78260869565,100.9,95.6,99.9
3922,2012-05-01,Quebec,3489,9565.217391304348,13146.91304347826,38550.86956521739,97.1,98.2,97.3
3923,2012-05-01,Canada,13807,6012.565217391304,8552.173913043478,21918.260869565216,90.4,94.4,91.7
3924,2012-06-01,Alberta,1494,10580.260869565218,14459.695652173914,43303.04347826087,94.2,94.1,94.1
3925,2012-06-01,British Columbia,1821,11087.782608695652,15116.08695652174,45679.13043478261,94.4,99.3,96.1
3926,2012-06-01,Manitoba,481,12102.826086956522,16428.869565217392,50431.30434782609,89.7,90.5,90.0
3927,2012-06-01,New Brunswick,317,12610.347826086956,17085.260869565216,52807.391304347824,97.9,99.1,97.9
3928,2012-06-01,Newfoundland and Labrador,213,13117.869565217392,17741.652173913044,55183.47826086956,97.6,95.3,97.1
3929,2012-06-01,Ontario,5101,14132.913043478262,19054.434782608696,59935.65217391304,84.7,92.7,87.2
3930,2012-06-01,Prince Edward Island,59,14640.434782608696,19710.82608695652,62311.739130434784,101.0,96.0,100.0
3931,2012-06-01,Quebec,3489,15147.956521739132,20367.217391304348,64687.82608695652,97.2,98.2,97.4
3932,2012-06-01,Canada,13807,11595.304347826088,15772.478260869566,48055.21739130434,90.7,94.6,91.9
3933,2012-07-01,Alberta,1494,16163.0,21680.0,69440.0,94.3,94.0,94.2
3934,2012-07-01,British Columbia,1821,20467.0,20380.0,86438.0,94.4,99.3,96.1
3935,2012-07-01,Manitoba,481,3610.0,5747.0,13220.0,90.0,90.5,90.2
3936,2012-07-01,New Brunswick,317,2229.0,3139.0,7121.0,97.7,99.1,97.8
3937,2012-07-01,Newfoundland and Labrador,213,1791.0,3385.0,6704.0,98.3,95.6,97.7
3938,2012-07-01,Ontario,5101,37803.0,55184.0,253117.0,84.7,92.7,87.3
3939,2012-07-01,Prince Edward Island,59,545.0,905.0,1158.0,101.2,96.0,100.2
3940,2012-07-01,Quebec,3489,40435.0,34578.0,89520.0,97.3,98.2,97.5
3941,2012-07-01,Canada,13807,130047.0,156118.0,556367.0,90.7,94.6,92.0
3942,2012-08-01,Alberta,1494,4702.565217391304,7859.434782608696,20345.82608695652,94.4,93.9,94.2
3943,2012-08-01,British Columbia,1821,5291.130434782609,8466.869565217392,22740.652173913044,94.4,99.3,96.0
3944,2012-08-01,Manitoba,481,6468.260869565218,9681.739130434782,27530.304347826088,90.2,90.6,90.4
3945,2012-08-01,New Brunswick,317,7056.826086956522,10289.173913043478,29925.130434782608,97.8,99.1,97.9
3946,2012-08-01,Newfoundland and Labrador,213,7645.391304347826,10896.608695652174,32319.95652173913,98.4,95.6,97.7
3947,2012-08-01,Ontario,5101,8822.521739130436,12111.478260869564,37109.608695652176,84.9,92.9,87.5
3948,2012-08-01,Prince Edward Island,59,9411.08695652174,12718.91304347826,39504.43478260869,101.1,96.0,100.1
3949,2012-08-01,Quebec,3489,9999.652173913044,13326.347826086956,41899.260869565216,97.5,98.3,97.7
3950,2012-08-01,Canada,13807,5879.695652173913,9074.304347826088,25135.478260869564,90.9,94.6,92.1
3951,2012-09-01,Alberta,1494,11176.782608695652,14541.217391304348,46688.91304347826,94.7,94.0,94.4
3952,2012-09-01,British Columbia,1821,11765.347826086956,15148.652173913044,49083.739130434784,94.1,99.3,95.9
3953,2012-09-01,Manitoba,481,12942.478260869566,16363.521739130434,53873.391304347824,90.6,91.3,90.9
3954,2012-09-01,New Brunswick,317,13531.04347826087,16970.95652173913,56268.21739130434,98.0,100.0,98.3
3955,2012-09-01,Newfoundland and Labrador,213,14119.608695652174,17578.391304347824,58663.04347826087,98.1,95.6,97.5
3956,2012-09-01,Ontario,5101,15296.739130434784,18793.260869565216,63452.69565217391,85.3,93.1,87.8
3957,2012-09-01,Prince Edward Island,59,15885.304347826088,19400.695652173912,65847.52173913043,101.2,96.0,100.2
3958,2012-09-01,Quebec,3489,16473.869565217392,20008.130434782608,68242.34782608695,97.5,98.3,97.7
3959,2012-09-01,Canada,13807,12353.913043478262,15756.086956521738,51478.5652173913,91.1,94.8,92.3
3960,2012-10-01,Alberta,1494,17651.0,21223.0,73032.0,94.9,94.1,94.6
3961,2012-10-01,British Columbia,1821,16821.0,16240.0,85823.0,94.4,99.3,96.1
3962,2012-10-01,Manitoba,481,4022.0,3682.0,12801.0,91.1,91.3,91.2
3963,2012-10-01,New Brunswick,317,2112.0,1745.0,6760.0,98.1,100.0,98.3
3964,2012-10-01,Newfoundland and Labrador,213,2111.0,2313.0,6906.0,98.1,95.6,97.5
3965,2012-10-01,Ontario,5101,39694.0,47888.0,260704.0,85.6,93.1,88.0
3966,2012-10-01,Prince Edward Island,59,415.0,652.0,1397.0,101.0,96.0,100.0
3967,2012-10-01,Quebec,3489,30651.0,32865.0,90389.0,98.0,98.3,98.0
3968,2012-10-01,Canada,13807,121471.0,136853.0,569747.0,91.4,94.8,92.5
3969,2012-11-01,Alberta,1494,5811.521739130435,7320.0,21905.043478260868,94.9,94.1,94.6
3970,2012-11-01,British Columbia,1821,6351.04347826087,7779.0,24233.08695652174,93.9,99.3,95.7
3971,2012-11-01,Manitoba,481,7430.086956521739,8697.0,28889.17391304348,91.5,91.5,91.6
3972,2012-11-01,New Brunswick,317,7969.608695652174,9156.0,31217.217391304348,97.8,100.0,98.1
3973,2012-11-01,Newfoundland and Labrador,213,8509.130434782608,9615.0,33545.260869565216,98.1,95.6,97.5
3974,2012-11-01,Ontario,5101,9588.173913043478,10533.0,38201.34782608696,85.9,93.2,88.2
3975,2012-11-01,Prince Edward Island,59,10127.695652173912,10992.0,40529.391304347824,101.0,96.0,100.0
3976,2012-11-01,Quebec,3489,10667.217391304348,11451.0,42857.434782608696,98.2,98.3,98.2
3977,2012-11-01,Canada,13807,6890.565217391304,8238.0,26561.130434782608,91.5,94.8,92.6
3978,2012-12-01,Alberta,1494,11746.260869565216,12369.0,47513.52173913043,95.4,94.1,94.9
3979,2012-12-01,British Columbia,1821,12285.782608695652,12828.0,49841.5652173913,93.4,99.3,95.4
3980,2012-12-01,Manitoba,481,13364.82608695652,13746.0,54497.65217391304,91.7,93.4,92.4
3981,2012-12-01,New Brunswick,317,13904.347826086956,14205.0,56825.69565217391,97.8,100.0,98.1
3982,2012-12-01,Newfoundland and Labrador,213,14443.86956521739,14664.0,59153.739130434784,98.1,95.6,97.5
3983,2012-12-01,Ontario,5101,15522.91304347826,15582.0,63809.82608695652,86.1,93.3,88.4
3984,2012-12-01,Prince Edward Island,59,16062.434782608696,16041.0,66137.86956521739,100.0,96.0,99.2
3985,2012-12-01,Quebec,3489,16601.95652173913,16500.0,68465.91304347826,98.2,98.3,98.2
3986,2012-12-01,Canada,13807,12825.304347826086,13287.0,52169.608695652176,91.7,94.9,92.7
3987,2013-01-01,Alberta,1541,17681.0,17418.0,73122.0,95.6,94.3,95.1
3988,2013-01-01,British Columbia,1847,16741.0,14261.0,81680.0,93.3,99.3,95.3
3989,2013-01-01,Manitoba,487,2862.0,3336.0,12968.0,91.8,96.2,93.2
3990,2013-01-01,New Brunswick,318,1872.0,825.0,5494.0,97.7,100.0,98.0
3991,2013-01-01,Newfoundland and Labrador,214,1779.0,624.0,5344.0,98.3,95.7,97.7
3992,2013-01-01,Ontario,5172,33409.0,29983.0,256702.0,86.3,93.3,88.5
3993,2013-01-01,Prince Edward Island,59,313.0,465.0,1435.0,101.1,96.0,100.1
3994,2013-01-01,Quebec,3528,18603.0,15656.0,84920.0,98.2,98.3,98.2
3995,2013-01-01,Canada,14007,99014.0,88366.0,553087.0,91.8,95.0,92.8
3996,2013-02-01,Alberta,1541,4650.95652173913,4158.739130434783,20948.52173913044,96.1,94.6,95.6
3997,2013-02-01,British Columbia,1847,5474.913043478261,5160.478260869565,23537.04347826087,93.4,99.3,95.4
3998,2013-02-01,Manitoba,487,7122.826086956522,7163.95652173913,28714.08695652174,91.9,96.3,93.3
3999,2013-02-01,New Brunswick,318,7946.782608695652,8165.695652173913,31302.608695652176,97.9,100.0,98.2
4000,2013-02-01,Newfoundland and Labrador,214,8770.739130434782,9167.434782608696,33891.13043478261,98.2,95.7,97.7
4001,2013-02-01,Ontario,5172,10418.652173913044,11170.91304347826,39068.17391304348,86.1,93.4,88.5
4002,2013-02-01,Prince Edward Island,59,11242.608695652172,12172.652173913044,41656.69565217392,101.1,96.0,100.1
4003,2013-02-01,Quebec,3528,12066.565217391304,13174.391304347826,44245.21739130435,98.3,98.4,98.3
4004,2013-02-01,Canada,14007,6298.869565217391,6162.217391304348,26125.565217391304,91.9,95.2,93.0
4005,2013-03-01,Alberta,1541,13714.478260869564,15177.869565217392,49422.260869565216,96.4,94.6,95.7
4006,2013-03-01,British Columbia,1847,14538.434782608694,16179.608695652174,52010.782608695656,93.2,99.3,95.2
4007,2013-03-01,Manitoba,487,16186.347826086956,18183.08695652174,57187.82608695653,92.2,96.3,93.6
4008,2013-03-01,New Brunswick,318,17010.304347826088,19184.82608695652,59776.34782608696,98.1,100.0,98.4
4009,2013-03-01,Newfoundland and Labrador,214,17834.260869565216,20186.565217391304,62364.86956521739,98.2,95.7,97.7
4010,2013-03-01,Ontario,5172,19482.17391304348,22190.043478260868,67541.91304347827,86.2,93.5,88.6
4011,2013-03-01,Prince Edward Island,59,20306.130434782608,23191.78260869565,70130.4347826087,101.1,96.0,100.1
4012,2013-03-01,Quebec,3528,21130.086956521736,24193.52173913044,72718.95652173914,98.3,98.4,98.3
4013,2013-03-01,Canada,14007,15362.391304347826,17181.347826086956,54599.30434782609,92.0,95.2,93.0
4014,2013-04-01,Alberta,1541,22778.0,26197.0,77896.0,96.9,94.7,96.1
4015,2013-04-01,British Columbia,1847,18603.0,17803.0,80718.0,93.3,99.3,95.3
4016,2013-04-01,Manitoba,487,3583.0,4828.0,14215.0,93.1,96.3,94.2
4017,2013-04-01,New Brunswick,318,1660.0,2234.0,6074.0,98.0,100.0,98.3
4018,2013-04-01,Newfoundland and Labrador,214,2152.0,1889.0,5067.0,99.5,96.1,98.6
4019,2013-04-01,Ontario,5172,46116.0,40602.0,253126.0,86.3,93.5,88.7
4020,2013-04-01,Prince Edward Island,59,606.0,518.0,1349.0,101.4,96.3,100.5
